species,breed_size,age,location,food_cost,preventive_cost,grooming_cost,total_annual_cost,risk_tier
Cat,Small,9,Urban,213047,12620,4116,264250,HIGH
Dog,Large,7,Semi-Urban,409147,8485,7928,489394,HIGH
Dog,Large,13,Semi-Urban,406045,10222,5695,485256,HIGH
Dog,Large,5,Semi-Urban,408531,9395,6759,488387,HIGH
Dog,Small,4,Urban,213879,9464,3089,260396,HIGH
Dog,Medium,3,Urban,302689,11244,5080,366864,HIGH
Cat,Large,3,Urban,408751,9305,7167,489006,HIGH
Dog,Medium,6,Urban,301707,11545,5049,366046,HIGH
Cat,Medium,13,Urban,303241,12894,5188,369521,HIGH
Dog,Medium,1,Urban,302629,13691,5568,370171,HIGH
Dog,Large,9,Semi-Urban,407860,11240,7310,490371,HIGH
Dog,Large,9,Urban,410500,12499,6240,493624,HIGH
Cat,Large,3,Urban,407901,11406,6363,489520,HIGH
Dog,Medium,2,Urban,301240,10752,5348,364941,HIGH
Dog,Large,13,Urban,408395,13234,6903,492811,HIGH
Dog,Extra Large,10,Urban,495798,12048,8087,593322,HIGH
Dog,Medium,4,Urban,301423,10465,4998,364418,HIGH
Dog,Large,1,Urban,406780,13199,6069,489955,HIGH
Dog,Medium,7,Urban,305431,10534,4640,368695,HIGH
Dog,Large,12,Urban,407330,12448,6269,489954,HIGH
Cat,Large,5,Urban,412286,9926,6291,492778,HIGH
Dog,Medium,8,Urban,302571,9017,5571,364732,HIGH
Dog,Medium,2,Urban,303513,10408,5615,367466,HIGH
Cat,Medium,6,Urban,304431,10581,5179,368219,HIGH
Cat,Medium,13,Urban,298729,13491,5364,365221,HIGH
Dog,Extra Large,8,Urban,495170,11147,8169,591658,HIGH
Dog,Small,5,Semi-Urban,212897,8356,4155,259219,HIGH
Cat,Large,9,Semi-Urban,407648,10985,7067,489555,HIGH
Dog,Medium,6,Urban,302424,10605,5406,366200,HIGH
Cat,Extra Large,3,Urban,494916,9072,8252,589076,HIGH
Dog,Small,5,Urban,215228,11067,3914,264740,HIGH
Dog,Large,11,Urban,408050,13527,6073,491797,HIGH
Dog,Large,3,Urban,405357,9345,7666,485723,HIGH
Dog,Medium,8,Urban,304572,8794,4843,365940,HIGH
Dog,Medium,6,Semi-Urban,306232,8553,5898,368785,HIGH
Dog,Medium,2,Urban,302196,10521,5178,365579,HIGH
Cat,Small,6,Urban,212057,10984,4442,261605,HIGH
Dog,Large,6,Urban,409581,9946,6984,490487,HIGH
Dog,Small,12,Urban,212228,13471,3733,263846,HIGH
Dog,Extra Large,13,Urban,493760,13431,8475,593015,HIGH
Dog,Medium,6,Semi-Urban,303322,8165,5469,364499,HIGH
Dog,Large,11,Urban,409566,12356,7347,493659,HIGH
Cat,Small,10,Urban,211766,14300,4303,264924,HIGH
Cat,Large,4,Urban,404276,8998,7264,483618,HIGH
Dog,Medium,2,Urban,302422,9472,4747,364137,HIGH
Dog,Medium,10,Urban,304256,10970,4894,368138,HIGH
Dog,Medium,8,Urban,300824,9384,4451,361857,HIGH
Dog,Small,5,Urban,213428,10229,3355,261063,HIGH
Cat,Large,5,Urban,407750,9435,7404,488277,HIGH
Dog,Small,12,Urban,212868,12333,4057,263646,HIGH
Dog,Medium,9,Urban,300693,13503,4080,366017,HIGH
Cat,Large,10,Urban,410754,13109,6307,494695,HIGH
Dog,Large,12,Urban,407308,12660,7417,491492,HIGH
Cat,Medium,7,Urban,302659,7898,5121,363029,HIGH
Dog,Medium,6,Urban,304481,8322,5531,366084,HIGH
Dog,Small,6,Semi-Urban,213494,7824,2313,257175,HIGH
Cat,Large,6,Semi-Urban,407798,7116,7010,485212,HIGH
Dog,Large,3,Semi-Urban,410783,7298,5973,487662,HIGH
Cat,Small,5,Semi-Urban,214700,7329,3156,258962,HIGH
Dog,Large,2,Urban,405668,9513,7092,485613,HIGH
Dog,Medium,8,Semi-Urban,298461,7475,4733,357269,HIGH
Cat,Medium,1,Semi-Urban,303521,11615,5139,368316,HIGH
Dog,Extra Large,2,Urban,500293,9691,8591,596361,HIGH
Dog,Medium,7,Urban,303194,9098,5867,365882,HIGH
Dog,Large,1,Semi-Urban,407951,10919,7278,490070,HIGH
Dog,Medium,12,Semi-Urban,302290,9685,4692,364167,HIGH
Dog,Large,3,Semi-Urban,407214,8260,6676,485472,HIGH
Dog,Large,5,Semi-Urban,407909,8506,7460,487456,HIGH
Dog,Small,1,Urban,211392,12844,3567,261973,HIGH
Cat,Large,3,Urban,411706,10862,6595,493537,HIGH
Dog,Medium,4,Semi-Urban,299958,7229,4609,358565,HIGH
Cat,Small,1,Semi-Urban,210853,9376,3545,257340,HIGH
Dog,Medium,8,Urban,300193,8889,4991,361183,HIGH
Dog,Medium,8,Urban,301962,7607,5006,361761,HIGH
Dog,Large,8,Urban,405046,9240,7773,485367,HIGH
Dog,Large,4,Semi-Urban,406220,7149,6827,483225,HIGH
Dog,Extra Large,5,Urban,495175,10183,9256,591806,HIGH
Dog,Medium,10,Urban,303343,14097,4197,369882,HIGH
Dog,Small,12,Semi-Urban,215777,10834,3699,264856,HIGH
Cat,Medium,7,Urban,304577,8360,5507,366210,HIGH
Dog,Small,5,Urban,211598,10119,3260,258723,HIGH
Dog,Small,11,Urban,209541,13465,3567,260558,HIGH
Dog,Small,4,Urban,213931,8796,3662,260347,HIGH
Cat,Medium,9,Urban,303957,12623,5053,369877,HIGH
Dog,Medium,1,Urban,304443,11784,3683,367896,HIGH
Cat,Medium,8,Semi-Urban,300969,8923,4165,361165,HIGH
Cat,Small,6,Urban,212252,11469,2884,260595,HIGH
Cat,Medium,6,Urban,302113,10042,5961,365833,HIGH
Dog,Medium,7,Urban,302790,10825,5772,367295,HIGH
Dog,Large,10,Semi-Urban,409158,11357,6214,490738,HIGH
Dog,Medium,13,Urban,300373,11590,5249,364793,HIGH
Dog,Medium,8,Urban,299392,9766,5176,361484,HIGH
Dog,Medium,11,Urban,303828,13715,4851,370753,HIGH
Dog,Medium,7,Urban,299253,11362,5201,363188,HIGH
Dog,Medium,12,Urban,305055,13241,5476,372337,HIGH
Dog,Extra Large,13,Urban,498533,12829,8727,598102,HIGH
Dog,Medium,5,Semi-Urban,300845,8270,4974,361202,HIGH
Dog,Large,11,Semi-Urban,408118,10735,6468,489119,HIGH
Dog,Large,6,Urban,410866,11190,6165,492454,HIGH
Dog,Large,9,Urban,410871,13870,7121,496641,HIGH
Dog,Medium,7,Urban,299488,9737,4930,361278,HIGH
Dog,Large,10,Urban,406626,12820,6333,489645,HIGH
Dog,Small,5,Semi-Urban,213718,7137,3152,257608,HIGH
Dog,Medium,9,Urban,297973,14054,5136,364737,HIGH
Dog,Large,10,Urban,407484,13275,6862,491764,HIGH
Dog,Medium,11,Urban,300672,13305,4399,366132,HIGH
Dog,Medium,11,Semi-Urban,301913,9833,4743,363962,HIGH
Cat,Extra Large,4,Urban,498753,9704,6946,592713,HIGH
Dog,Medium,4,Urban,301042,11062,5256,364964,HIGH
Cat,Small,4,Semi-Urban,210940,6610,3560,254276,HIGH
Cat,Medium,3,Urban,301613,10420,4531,364048,HIGH
Dog,Large,4,Urban,410031,10272,6680,491030,HIGH
Dog,Small,5,Urban,213739,9375,4265,261485,HIGH
Dog,Medium,2,Urban,302283,7637,5720,362986,HIGH
Dog,Large,5,Semi-Urban,406901,6652,5867,482333,HIGH
Dog,Large,7,Semi-Urban,410163,8434,7634,490165,HIGH
Dog,Large,1,Semi-Urban,408897,10930,6537,490318,HIGH
Dog,Large,12,Urban,407266,12782,6396,490410,HIGH
Dog,Medium,10,Urban,301104,14096,5447,368744,HIGH
Dog,Small,13,Urban,211336,13999,3989,263722,HIGH
Dog,Medium,9,Urban,301714,13346,5294,368407,HIGH
Dog,Large,3,Urban,407215,9303,7009,487056,HIGH
Dog,Large,12,Urban,408461,12954,6801,492448,HIGH
Dog,Large,8,Urban,407961,10617,7120,489552,HIGH
Dog,Medium,13,Semi-Urban,300325,10910,5629,364393,HIGH
Dog,Extra Large,3,Urban,496600,10115,8288,592253,HIGH
Dog,Medium,6,Urban,302879,9933,3506,363765,HIGH
Dog,Large,7,Semi-Urban,407551,8221,6251,485326,HIGH
Dog,Medium,8,Semi-Urban,300276,9065,5213,361737,HIGH
Dog,Large,5,Urban,407646,9830,6586,487671,HIGH
Dog,Extra Large,8,Urban,496493,9927,8888,592604,HIGH
Dog,Medium,1,Urban,304204,13913,4703,371243,HIGH
Dog,Small,11,Urban,212231,11737,3835,261973,HIGH
Cat,Medium,3,Semi-Urban,299428,8359,6143,361019,HIGH
Cat,Small,4,Urban,211000,8554,3697,256738,HIGH
Dog,Medium,9,Urban,304153,14822,5428,373063,HIGH
Cat,Small,11,Urban,210488,14258,2795,261672,HIGH
Dog,Small,3,Semi-Urban,216209,8459,4299,263312,HIGH
Dog,Small,10,Semi-Urban,210345,10769,3514,258322,HIGH
Dog,Large,9,Semi-Urban,407277,11096,6948,489119,HIGH
Cat,Large,10,Urban,409006,13174,6410,492878,HIGH
Cat,Medium,6,Urban,301789,9422,5254,363934,HIGH
Dog,Large,5,Urban,408246,9579,6988,488534,HIGH
Cat,Extra Large,6,Urban,496029,9606,8490,591243,HIGH
Dog,Large,1,Urban,404888,12105,6720,487269,HIGH
Dog,Medium,10,Urban,301549,12673,4672,366728,HIGH
Dog,Large,9,Urban,406251,12383,6679,489109,HIGH
Dog,Medium,4,Urban,297809,10208,5238,360243,HIGH
Dog,Medium,2,Urban,295113,10393,5384,357523,HIGH
Dog,Extra Large,1,Urban,500152,11736,8328,598248,HIGH
Dog,Extra Large,9,Semi-Urban,499884,10718,8155,596570,HIGH
Dog,Medium,6,Urban,300612,10675,5012,363743,HIGH
Dog,Medium,6,Urban,299652,9858,4422,361021,HIGH
Cat,Extra Large,12,Urban,497921,13334,7511,596580,HIGH
Cat,Medium,12,Semi-Urban,303920,8452,4344,364223,HIGH
Dog,Medium,7,Urban,302939,8978,4455,363827,HIGH
Dog,Large,10,Urban,408892,13125,7516,493962,HIGH
Dog,Large,11,Urban,407272,12561,6630,490432,HIGH
Dog,Medium,3,Semi-Urban,301520,7336,4789,360691,HIGH
Dog,Small,3,Urban,216421,11517,3678,266358,HIGH
Cat,Small,7,Urban,215076,10140,2931,262369,HIGH
Dog,Small,11,Urban,208900,11440,3922,257901,HIGH
Dog,Small,7,Semi-Urban,214519,8255,3665,260404,HIGH
Dog,Medium,12,Urban,299565,14416,3779,365424,HIGH
Dog,Medium,9,Urban,301145,13088,5353,367523,HIGH
Dog,Medium,13,Urban,303033,13832,4397,369451,HIGH
Cat,Small,2,Urban,218319,10792,3812,267861,HIGH
Dog,Large,6,Semi-Urban,412921,7856,7238,492217,HIGH
Dog,Small,12,Semi-Urban,215918,11769,2726,264974,HIGH
Cat,Large,13,Urban,407205,14662,7418,493677,HIGH
Dog,Small,12,Urban,216100,12199,3458,266520,HIGH
Dog,Extra Large,5,Urban,496580,9198,7720,590522,HIGH
Dog,Large,13,Urban,406300,12055,7031,489193,HIGH
Dog,Medium,13,Urban,301425,11664,5123,365943,HIGH
Dog,Large,9,Semi-Urban,408092,10949,7633,490675,HIGH
Dog,Small,5,Semi-Urban,213356,7704,3322,258039,HIGH
Dog,Extra Large,13,Semi-Urban,495122,10451,8219,590860,HIGH
Cat,Small,3,Urban,211250,9737,3975,258706,HIGH
Dog,Medium,11,Urban,299189,13815,4361,364969,HIGH
Cat,Large,6,Semi-Urban,405766,8229,6484,483550,HIGH
Dog,Medium,13,Urban,300515,12448,5171,365854,HIGH
Cat,Small,10,Semi-Urban,214249,11727,2805,263098,HIGH
Cat,Medium,10,Semi-Urban,304752,10314,5599,368764,HIGH
Dog,Large,2,Semi-Urban,407512,7747,6195,484672,HIGH
Dog,Small,11,Urban,215193,14639,3600,268446,HIGH
Dog,Large,4,Urban,409257,10158,7506,490959,HIGH
Dog,Medium,10,Semi-Urban,302753,11008,5627,367296,HIGH
Cat,Medium,1,Urban,301642,13388,5794,368947,HIGH
Dog,Small,11,Urban,214651,12332,3982,265609,HIGH
Dog,Medium,8,Semi-Urban,300536,8840,4824,361330,HIGH
Dog,Large,3,Semi-Urban,409124,7786,7131,487647,HIGH
Cat,Small,4,Urban,214590,10067,3756,262674,HIGH
Dog,Extra Large,2,Semi-Urban,497883,7092,9014,591087,HIGH
Dog,Large,10,Urban,407522,12860,6484,490895,HIGH
Dog,Medium,11,Semi-Urban,301573,10286,5269,364697,HIGH
Cat,Small,1,Urban,213490,12475,4337,264847,HIGH
Dog,Large,1,Urban,410970,12719,7424,495779,HIGH
Dog,Large,5,Urban,411229,8524,6785,490518,HIGH
Cat,Extra Large,3,Semi-Urban,493199,8974,8928,587766,HIGH
Dog,Large,8,Urban,405202,10718,6642,485946,HIGH
Dog,Large,7,Urban,407890,10797,6535,489005,HIGH
Dog,Small,4,Urban,212907,10177,2915,259898,HIGH
Dog,Medium,13,Urban,299285,12824,4606,364222,HIGH
Dog,Medium,2,Urban,303783,11362,4280,367338,HIGH
Cat,Small,2,Urban,209457,9040,2441,254078,HIGH
Dog,Large,5,Urban,406627,10878,6663,487793,HIGH
Dog,Medium,5,Urban,303153,8872,4895,364458,HIGH
Dog,Extra Large,6,Semi-Urban,497368,7769,8340,590498,HIGH
Dog,Medium,2,Urban,303273,10692,5600,367499,HIGH
Dog,Large,12,Semi-Urban,410812,10041,6553,491516,HIGH
Dog,Medium,2,Semi-Urban,297854,8221,5088,357837,HIGH
Dog,Extra Large,8,Urban,497742,10196,8912,594377,HIGH
Dog,Medium,9,Urban,301219,11863,4841,365611,HIGH
Cat,Medium,8,Urban,302023,9106,4953,363494,HIGH
Dog,Medium,13,Semi-Urban,299215,10387,5558,362434,HIGH
Dog,Small,2,Urban,210944,9062,3832,257413,HIGH
Dog,Large,3,Urban,407205,11367,6815,489195,HIGH
Dog,Medium,6,Urban,304931,10054,4780,367729,HIGH
Dog,Medium,4,Semi-Urban,300010,9709,4468,361315,HIGH
Dog,Small,1,Urban,214339,13648,3103,265753,HIGH
Dog,Small,2,Urban,213870,9456,3187,260489,HIGH
Cat,Large,4,Urban,409421,9892,7101,490376,HIGH
Dog,Extra Large,7,Urban,495970,11256,8336,592896,HIGH
Dog,Large,1,Semi-Urban,410670,10784,6798,492489,HIGH
Dog,Large,7,Urban,407250,10429,7362,488797,HIGH
Dog,Medium,1,Urban,300229,12180,5691,365815,HIGH
Dog,Medium,11,Semi-Urban,305140,10296,4407,367819,HIGH
Dog,Medium,2,Semi-Urban,304384,7114,4917,363877,HIGH
Dog,Medium,6,Urban,301489,8856,5210,362888,HIGH
Dog,Medium,9,Urban,299669,12963,5336,365663,HIGH
Dog,Extra Large,8,Semi-Urban,496642,7730,7623,588794,HIGH
Dog,Small,1,Urban,210835,11818,3230,259765,HIGH
Cat,Large,8,Urban,410690,9884,6727,491396,HIGH
Dog,Medium,7,Semi-Urban,301505,8629,5248,362689,HIGH
Dog,Medium,2,Semi-Urban,301588,6551,5341,360502,HIGH
Dog,Medium,3,Urban,301006,10801,5796,365243,HIGH
Cat,Large,1,Urban,409728,14335,6428,495064,HIGH
Dog,Large,12,Urban,412511,12795,6729,496840,HIGH
Dog,Medium,9,Urban,301297,12292,3805,365003,HIGH
Cat,Medium,13,Urban,304077,13990,3724,370059,HIGH
Dog,Small,7,Urban,213877,10768,3831,262747,HIGH
Dog,Small,11,Semi-Urban,216845,10341,3474,265259,HIGH
Dog,Extra Large,6,Urban,499258,10289,8942,596262,HIGH
Dog,Small,3,Urban,214105,10342,3460,262093,HIGH
Dog,Large,5,Urban,405749,9654,6536,485229,HIGH
Dog,Large,9,Urban,409128,13704,7194,494529,HIGH
Dog,Extra Large,12,Urban,496901,14051,8465,597329,HIGH
Dog,Large,3,Urban,410373,10809,6992,492400,HIGH
Dog,Small,10,Urban,214808,13454,3075,266037,HIGH
Dog,Large,9,Urban,406929,12666,7308,490938,HIGH
Dog,Large,10,Urban,409496,12391,7866,494215,HIGH
Dog,Medium,2,Urban,301300,10689,5604,365231,HIGH
Cat,Large,6,Urban,406402,11314,7080,488515,HIGH
Dog,Small,8,Urban,211893,9334,2835,257671,HIGH
Cat,Large,4,Semi-Urban,403035,7427,6595,479615,HIGH
Dog,Large,10,Urban,410662,12829,6639,494649,HIGH
Dog,Medium,2,Urban,298630,8973,5758,360365,HIGH
Dog,Large,5,Urban,411504,10641,7331,493897,HIGH
Dog,Medium,7,Urban,298959,9239,5000,360177,HIGH
Dog,Medium,10,Urban,300251,12015,5196,365081,HIGH
Dog,Small,11,Semi-Urban,215319,11304,3651,264815,HIGH
Dog,Small,7,Semi-Urban,210990,8165,4331,257008,HIGH
Dog,Large,5,Urban,409204,9219,7368,489659,HIGH
Dog,Large,8,Semi-Urban,409834,8901,6442,488953,HIGH
Cat,Medium,11,Urban,300640,11703,4937,364872,HIGH
Dog,Large,13,Urban,409574,12441,7739,494217,HIGH
Dog,Small,12,Urban,209206,10954,3670,257404,HIGH
Dog,Large,3,Urban,408641,10333,7179,490075,HIGH
Dog,Medium,8,Urban,301443,9309,4288,362296,HIGH
Dog,Medium,6,Semi-Urban,304494,8708,5068,366010,HIGH
Cat,Medium,13,Semi-Urban,302278,10635,5932,366671,HIGH
Dog,Medium,4,Urban,301030,9566,5312,363294,HIGH
Dog,Medium,1,Urban,301374,12073,4259,365361,HIGH
Dog,Medium,10,Urban,303064,11701,5159,367912,HIGH
Dog,Large,8,Urban,408173,10927,6923,489926,HIGH
Dog,Medium,9,Semi-Urban,301530,11283,3921,364244,HIGH
Cat,Large,6,Semi-Urban,407277,8500,7089,486295,HIGH
Dog,Small,4,Urban,213055,10383,3465,260938,HIGH
Cat,Medium,2,Urban,298119,11463,5156,361948,HIGH
Cat,Medium,9,Urban,302711,12860,4435,368006,HIGH
Cat,Medium,6,Urban,301669,10156,6034,365537,HIGH
Dog,Extra Large,5,Semi-Urban,498420,7893,7497,590881,HIGH
Dog,Small,8,Semi-Urban,212290,9027,2386,257258,HIGH
Dog,Medium,6,Semi-Urban,301660,9196,5586,363908,HIGH
Dog,Medium,6,Semi-Urban,302027,8443,5528,363397,HIGH
Dog,Large,3,Urban,407896,9061,6047,486454,HIGH
Dog,Small,5,Urban,213177,9381,4369,260966,HIGH
Dog,Medium,9,Urban,301883,13446,6028,369560,HIGH
Dog,Extra Large,5,Semi-Urban,496105,8357,8246,589614,HIGH
Dog,Small,9,Semi-Urban,218052,10367,3722,266962,HIGH
Dog,Medium,9,Urban,298749,13141,4050,363331,HIGH
Cat,Medium,4,Urban,301842,8765,5182,363157,HIGH
Dog,Extra Large,11,Semi-Urban,501461,11085,8577,599291,HIGH
Dog,Medium,2,Urban,301608,9289,5598,363969,HIGH
Dog,Extra Large,3,Urban,496495,11566,8471,594011,HIGH
Cat,Medium,12,Urban,305693,13216,5569,373149,HIGH
Dog,Small,8,Urban,211229,10063,3683,258721,HIGH
Dog,Large,7,Urban,412493,8790,7479,493076,HIGH
Dog,Small,7,Urban,214975,10264,3597,263161,HIGH
Dog,Medium,6,Semi-Urban,298824,7833,5703,359214,HIGH
Dog,Small,7,Semi-Urban,209975,8727,3200,255187,HIGH
Dog,Small,13,Urban,213617,12946,3031,264033,HIGH
Dog,Large,4,Semi-Urban,406521,7554,6569,483740,HIGH
Dog,Extra Large,13,Urban,499510,12138,8018,597615,HIGH
Cat,Medium,10,Semi-Urban,303864,11312,6349,369753,HIGH
Dog,Medium,6,Urban,301391,8586,5530,362833,HIGH
Cat,Medium,10,Semi-Urban,298184,10048,5074,360301,HIGH
Dog,Medium,6,Urban,297719,10037,4975,359640,HIGH
Dog,Extra Large,11,Urban,493723,13740,7651,592381,HIGH
Dog,Large,4,Urban,410377,10356,7829,492846,HIGH
Dog,Medium,7,Semi-Urban,303756,6482,5096,362634,HIGH
Dog,Medium,12,Semi-Urban,297048,12033,5247,361477,HIGH
Cat,Large,8,Urban,406754,10796,6145,487249,HIGH
Dog,Medium,5,Urban,304129,9670,5076,366706,HIGH
Dog,Medium,13,Semi-Urban,302752,10209,4479,365056,HIGH
Dog,Large,13,Semi-Urban,409833,10809,7565,492438,HIGH
Dog,Large,7,Semi-Urban,410949,8419,7647,491067,HIGH
Dog,Small,12,Urban,213567,13195,4339,265766,HIGH
Cat,Medium,4,Urban,301413,9719,3990,362390,HIGH
Dog,Large,13,Urban,407628,12881,7543,492259,HIGH
Dog,Small,3,Semi-Urban,210609,7899,4083,255979,HIGH
Dog,Small,6,Semi-Urban,218582,8031,3232,264321,HIGH
Dog,Medium,8,Semi-Urban,297752,8441,5440,358377,HIGH
Dog,Large,2,Urban,406550,10079,7140,487334,HIGH
Dog,Small,6,Urban,216023,9895,3882,264270,HIGH
Dog,Medium,6,Urban,301667,10392,5453,365138,HIGH
Dog,Large,10,Urban,407306,12304,6728,490288,HIGH
Dog,Large,5,Urban,408356,9344,6253,487545,HIGH
Dog,Medium,5,Semi-Urban,299429,8676,5357,360481,HIGH
Dog,Large,7,Semi-Urban,407355,7944,7227,485904,HIGH
Dog,Large,13,Semi-Urban,409687,10031,6713,490395,HIGH
Cat,Medium,8,Urban,299319,10540,5335,362473,HIGH
Dog,Large,3,Semi-Urban,406541,7873,7526,485231,HIGH
Dog,Large,1,Urban,409688,13212,7228,494647,HIGH
Dog,Medium,8,Urban,301653,9576,5613,364368,HIGH
Dog,Medium,3,Semi-Urban,299505,8433,5773,360767,HIGH
Dog,Large,12,Urban,405784,13778,6844,490366,HIGH
Dog,Large,1,Urban,410488,13959,6354,495421,HIGH
Cat,Small,3,Semi-Urban,214618,7828,4256,260707,HIGH
Dog,Medium,12,Urban,302532,13467,5049,369205,HIGH
Dog,Extra Large,13,Urban,496954,11931,7854,594249,HIGH
Cat,Large,4,Urban,408863,9756,7249,489748,HIGH
Dog,Medium,6,Urban,299358,9804,5317,361650,HIGH
Cat,Extra Large,6,Urban,500531,9332,8294,595880,HIGH
Cat,Large,5,Semi-Urban,408040,7522,6750,485658,HIGH
Dog,Large,9,Urban,407906,12350,7137,491501,HIGH
Dog,Extra Large,3,Semi-Urban,491782,7729,8313,583997,HIGH
Dog,Small,12,Semi-Urban,211424,9552,3233,257840,HIGH
Dog,Extra Large,9,Semi-Urban,497012,9530,8400,592183,HIGH
Dog,Medium,3,Urban,301237,11033,5310,365217,HIGH
Cat,Medium,2,Urban,304412,9758,5140,367206,HIGH
Dog,Medium,2,Urban,302629,9101,5407,364707,HIGH
Dog,Medium,8,Urban,300053,10123,5359,362865,HIGH
Dog,Medium,2,Urban,305101,9530,5933,368648,HIGH
Dog,Large,10,Urban,407484,12360,5909,489615,HIGH
Dog,Medium,5,Urban,302564,10670,4760,365693,HIGH
Dog,Large,13,Semi-Urban,402478,8786,5483,479259,HIGH
Dog,Extra Large,2,Urban,498344,11293,7703,594941,HIGH
Dog,Medium,6,Semi-Urban,301723,7139,3596,359326,HIGH
Cat,Large,3,Urban,406707,9801,6444,486394,HIGH
Cat,Medium,4,Urban,306006,10158,5300,369683,HIGH
Dog,Medium,10,Semi-Urban,299322,11166,4638,362394,HIGH
Cat,Small,5,Semi-Urban,213435,7857,2676,257563,HIGH
Cat,Small,13,Semi-Urban,212567,9938,4335,260866,HIGH
Dog,Medium,3,Urban,300393,9836,5423,362999,HIGH
Dog,Large,3,Urban,407718,10216,7116,488807,HIGH
Dog,Small,3,Urban,212012,10200,4004,260148,HIGH
Dog,Small,11,Semi-Urban,215843,10012,4077,264421,HIGH
Cat,Small,4,Urban,212952,9560,3904,260378,HIGH
Dog,Extra Large,5,Urban,497322,9057,9336,593072,HIGH
Dog,Extra Large,11,Urban,499025,13030,8263,598365,HIGH
Cat,Large,5,Urban,410019,10460,6493,491017,HIGH
Cat,Medium,9,Urban,302518,12163,5336,368019,HIGH
Cat,Large,9,Urban,410825,13548,6114,495060,HIGH
Dog,Small,12,Semi-Urban,214171,7920,3664,259618,HIGH
Cat,Small,2,Urban,211858,10616,3536,259911,HIGH
Dog,Small,7,Urban,213190,8802,4240,260166,HIGH
Cat,Medium,5,Urban,303136,10307,4602,365751,HIGH
Dog,Small,2,Urban,213528,10203,4152,262065,HIGH
Dog,Small,7,Urban,213130,10508,4139,261943,HIGH
Dog,Medium,7,Urban,301136,10064,4770,363365,HIGH
Dog,Extra Large,6,Urban,498531,9479,7354,592668,HIGH
Dog,Medium,5,Urban,301451,9530,5348,363778,HIGH
Dog,Medium,7,Urban,306091,11466,4724,370623,HIGH
Cat,Medium,1,Urban,297704,11566,5090,361514,HIGH
Dog,Small,5,Urban,215884,9664,3978,263954,HIGH
Dog,Large,13,Semi-Urban,404478,10645,6776,485183,HIGH
Dog,Large,8,Urban,406350,9265,6108,484981,HIGH
Dog,Small,6,Semi-Urban,213258,7915,3579,258464,HIGH
Dog,Extra Large,9,Urban,496312,13116,8425,595530,HIGH
Dog,Small,11,Urban,216009,13198,4400,268648,HIGH
Dog,Small,4,Urban,213403,10471,3521,261504,HIGH
Dog,Small,13,Urban,215836,12721,3710,267107,HIGH
Dog,Medium,9,Semi-Urban,304155,12274,5535,370258,HIGH
Dog,Large,12,Semi-Urban,410204,9270,6780,490192,HIGH
Dog,Large,2,Urban,407238,10120,6922,487922,HIGH
Dog,Medium,4,Urban,304306,10974,4640,367908,HIGH
Dog,Medium,12,Urban,300360,12804,4903,365777,HIGH
Dog,Small,8,Semi-Urban,212561,7318,3837,257273,HIGH
Dog,Large,9,Semi-Urban,408414,11177,7333,490962,HIGH
Cat,Medium,2,Semi-Urban,300253,8566,5265,361196,HIGH
Dog,Medium,4,Semi-Urban,300928,8302,4411,360687,HIGH
Dog,Large,8,Urban,405406,9350,6762,484745,HIGH
Dog,Small,4,Urban,213127,8220,3511,258586,HIGH
Dog,Medium,10,Semi-Urban,301787,11480,5746,366864,HIGH
Cat,Large,13,Urban,409756,12294,5568,491760,HIGH
Dog,Small,9,Semi-Urban,213048,10340,3171,260542,HIGH
Dog,Medium,8,Urban,300929,9916,5221,363475,HIGH
Cat,Large,3,Semi-Urban,409480,8002,7514,488745,HIGH
Cat,Small,8,Semi-Urban,213371,8352,3313,258791,HIGH
Cat,Extra Large,8,Urban,501050,10819,8198,598077,HIGH
Dog,Large,3,Urban,407983,9512,6340,487410,HIGH
Dog,Medium,10,Urban,301444,12745,4585,366590,HIGH
Cat,Medium,4,Urban,303812,9031,4640,365105,HIGH
Dog,Large,7,Urban,411205,9556,7554,492562,HIGH
Dog,Medium,8,Urban,303966,10252,5079,367191,HIGH
Dog,Medium,1,Semi-Urban,303794,10851,5917,368646,HIGH
Dog,Small,8,Semi-Urban,211743,7829,2802,255730,HIGH
Dog,Medium,11,Urban,297714,13250,5991,364498,HIGH
Dog,Medium,7,Urban,304723,9617,5244,367521,HIGH
Dog,Large,6,Semi-Urban,409711,7412,6829,487544,HIGH
Dog,Extra Large,1,Urban,496494,14192,8694,597287,HIGH
Cat,Medium,7,Urban,301656,8724,4994,362680,HIGH
Dog,Medium,12,Semi-Urban,301914,12244,4492,366447,HIGH
Dog,Large,9,Urban,409219,13584,7169,494467,HIGH
Cat,Large,5,Urban,410393,11089,7054,492816,HIGH
Dog,Extra Large,7,Urban,498113,9326,8466,593290,HIGH
Dog,Large,1,Semi-Urban,408277,8958,6567,487372,HIGH
Cat,Large,11,Semi-Urban,404494,10807,6945,485582,HIGH
Dog,Medium,8,Urban,303210,10015,5030,365993,HIGH
Cat,Medium,9,Urban,300944,13215,5288,367364,HIGH
Dog,Large,6,Semi-Urban,406921,7956,6681,484791,HIGH
Dog,Extra Large,8,Semi-Urban,493817,6928,8385,585499,HIGH
Dog,Medium,9,Urban,302461,14182,4603,369432,HIGH
Dog,Medium,6,Urban,302064,10765,6262,366954,HIGH
Cat,Medium,11,Urban,298150,12435,4404,362237,HIGH
Dog,Medium,12,Urban,305200,14516,5037,373465,HIGH
